"draw","previous_x","previous_y","candidate_x","candidate_y","alpha","u","accept","retained_x","retained_y"
15,-0.327950119607329,0.819560979388523,1.38878671296735,-1.33985725108527,0.205586150726532,0.228012624429539,"No",-0.327950119607329,0.819560979388523
16,-0.327950119607329,0.819560979388523,-0.463374211244415,2.36099952340198,0.0312272250599982,0.18386278138496,"No",-0.327950119607329,0.819560979388523
17,-0.327950119607329,0.819560979388523,0.0537606711525739,0.901375244742178,0.567824828025731,0.807684938656166,"No",-0.327950119607329,0.819560979388523
18,-0.327950119607329,0.819560979388523,0.75182775921486,0.426317065434165,0.201082966191104,0.558475536759943,"No",-0.327950119607329,0.819560979388523
19,-0.327950119607329,0.819560979388523,-0.400366867320483,1.24622319759074,0.590648589580626,0.00951575837098062,"Yes",-0.400366867320483,1.24622319759074
20,-0.400366867320483,1.24622319759074,-0.80429511502028,3.19868283075867,0.00406957541577365,0.172369772335514,"No",-0.400366867320483,1.24622319759074
21,-0.400366867320483,1.24622319759074,-0.171068535095747,1.94617650825461,0.0998080736973627,0.0887292590923607,"Yes",-0.171068535095747,1.94617650825461
22,-0.171068535095747,1.94617650825461,-0.0335907777941441,2.05139993003048,0.409667528177997,0.557701396057382,"No",-0.171068535095747,1.94617650825461
23,-0.171068535095747,1.94617650825461,-1.71659906993767,0.732805946108806,0.479846740191679,0.184189879568294,"Yes",-1.71659906993767,0.732805946108806
24,-1.71659906993767,0.732805946108806,-4.48824083389667,1.51168978466852,1.26976947547381e-11,0.208303002407774,"No",-1.71659906993767,0.732805946108806
25,-1.71659906993767,0.732805946108806,-3.86934202336964,0.802691108020973,1.29909982709964e-09,0.479985160753131,"No",-1.71659906993767,0.732805946108806
26,-1.71659906993767,0.732805946108806,-0.0505950356737046,2.08197829812862,0.806931465610145,0.608765952289104,"Yes",-0.0505950356737046,2.08197829812862
27,-0.0505950356737046,2.08197829812862,-2.11420217373349,0.359530213334855,0.0327239941724758,0.921649976167828,"No",-0.0505950356737046,2.08197829812862
28,-0.0505950356737046,2.08197829812862,-0.332896908571583,3.23805395568774,0.012014031705298,0.473904268117622,"No",-0.0505950356737046,2.08197829812862
29,-0.0505950356737046,2.08197829812862,2.6261282117932,0.409038383894028,6.27016535201509e-06,0.471241405466571,"No",-0.0505950356737046,2.08197829812862
30,-0.0505950356737046,2.08197829812862,-0.0015930877880829,2.84469461699637,0.0191749406540508,0.509326509432867,"No",-0.0505950356737046,2.08197829812862
31,-0.0505950356737046,2.08197829812862,-0.583101124648626,2.11841772695395,1,0.131325585301965,"Yes",-0.583101124648626,2.11841772695395
32,-0.583101124648626,2.11841772695395,0.355838207867412,-0.677155286218575,1,0.964580951491371,"Yes",0.355838207867412,-0.677155286218575
33,0.355838207867412,-0.677155286218575,2.67202583884256,-1.59590283597007,0.000313441660619815,0.0700461713131517,"No",0.355838207867412,-0.677155286218575
34,0.355838207867412,-0.677155286218575,1.55355040619483,-1.72589760672725,0.109333008850527,0.679502093233168,"No",0.355838207867412,-0.677155286218575
35,0.355838207867412,-0.677155286218575,1.01734918542357,-0.297163036636569,0.266121592770282,0.273811861639842,"No",0.355838207867412,-0.677155286218575
36,0.355838207867412,-0.677155286218575,1.16315969046207,1.36203936815766,0.000553247412390361,0.225710605736822,"No",0.355838207867412,-0.677155286218575
37,0.355838207867412,-0.677155286218575,2.0441101810131,1.84329631639516,5.27413995177339e-09,0.481728732585907,"No",0.355838207867412,-0.677155286218575
38,0.355838207867412,-0.677155286218575,0.45448710682844,-0.0120481211870493,0.841604330656199,0.184977621538565,"Yes",0.45448710682844,-0.0120481211870493
39,0.45448710682844,-0.0120481211870493,2.93175045735872,1.44405258361679,1.33712114633039e-12,0.382407367927954,"No",0.45448710682844,-0.0120481211870493
40,0.45448710682844,-0.0120481211870493,1.44468242799489,-3.2723582206774,0.00657030296190155,0.832745020510629,"No",0.45448710682844,-0.0120481211870493
41,0.45448710682844,-0.0120481211870493,-0.946775596187205,-2.63852515360101,1.59529049516796e-06,0.362878525163978,"No",0.45448710682844,-0.0120481211870493
42,0.45448710682844,-0.0120481211870493,2.15844238304394,-1.32160810260462,0.00703502279952701,0.11257002572529,"No",0.45448710682844,-0.0120481211870493
43,0.45448710682844,-0.0120481211870493,-0.58787215803868,-1.17647727656499,0.0470656513223709,0.516004417557269,"No",0.45448710682844,-0.0120481211870493
44,0.45448710682844,-0.0120481211870493,2.45663355234492,-0.585231035123486,0.00010783750947684,0.309595595346764,"No",0.45448710682844,-0.0120481211870493
45,0.45448710682844,-0.0120481211870493,1.17783415267768,0.436995974897659,0.0275250481831909,0.127193737775087,"No",0.45448710682844,-0.0120481211870493
46,0.45448710682844,-0.0120481211870493,2.9456531055771,-1.20361843202315,1.22590485565219e-05,0.714522810652852,"No",0.45448710682844,-0.0120481211870493
47,0.45448710682844,-0.0120481211870493,0.00649612058684362,1.72409928001208,0.0748183686570172,0.915947475237772,"No",0.45448710682844,-0.0120481211870493
48,0.45448710682844,-0.0120481211870493,-0.892944176813197,1.67926520957013,0.363004777672428,0.298205216182396,"Yes",-0.892944176813197,1.67926520957013
49,-0.892944176813197,1.67926520957013,-0.0791067830721215,3.29062145814957,0.000135785473019942,0.25094737415202,"No",-0.892944176813197,1.67926520957013
50,-0.892944176813197,1.67926520957013,-3.07822370837884,1.32240906971194,1.44806660415201e-05,0.250561993103474,"No",-0.892944176813197,1.67926520957013
51,-0.892944176813197,1.67926520957013,-0.0479031998970461,3.540314490703,2.07372020291295e-05,0.399970313999802,"No",-0.892944176813197,1.67926520957013
52,-0.892944176813197,1.67926520957013,0.932655490914973,4.74158650981988,1.79494220516075e-14,0.556930140126497,"No",-0.892944176813197,1.67926520957013
53,-0.892944176813197,1.67926520957013,-1.94329705101394,2.25864663032465,0.0854179753460619,0.31237851222977,"No",-0.892944176813197,1.67926520957013
54,-0.892944176813197,1.67926520957013,-0.206370513867381,4.54278663295859,2.68918256030475e-08,0.919742386322469,"No",-0.892944176813197,1.67926520957013
55,-0.892944176813197,1.67926520957013,-1.05002745799736,3.00717279794322,0.0296787055624318,0.0905853288713843,"No",-0.892944176813197,1.67926520957013
56,-0.892944176813197,1.67926520957013,0.908466712444664,1.59020207551701,0.00350695405064283,0.92278318433091,"No",-0.892944176813197,1.67926520957013
57,-0.892944176813197,1.67926520957013,-0.0232536596886632,3.68558701339144,6.15912240756701e-06,0.502207390032709,"No",-0.892944176813197,1.67926520957013
58,-0.892944176813197,1.67926520957013,2.17883381720444,2.56595132449918,5.9677402697129e-12,0.561285512056202,"No",-0.892944176813197,1.67926520957013
59,-0.892944176813197,1.67926520957013,-1.80493670497391,2.01330914821164,0.151743222152657,0.657105878693983,"No",-0.892944176813197,1.67926520957013
60,-0.892944176813197,1.67926520957013,-2.78800223629649,-0.259788787787444,1.60281125900147e-07,0.872690457385033,"No",-0.892944176813197,1.67926520957013
61,-0.892944176813197,1.67926520957013,-1.17305590265503,3.89183457788259,0.000641201007366694,0.36856014514342,"No",-0.892944176813197,1.67926520957013
62,-0.892944176813197,1.67926520957013,0.332493442027848,2.69689267706401,0.00038123976432414,0.971712182741612,"No",-0.892944176813197,1.67926520957013
63,-0.892944176813197,1.67926520957013,-2.69167695388399,0.444570042869637,1.88506299762482e-05,0.962121256161481,"No",-0.892944176813197,1.67926520957013
64,-0.892944176813197,1.67926520957013,5.12925208107534,0.599799024958813,8.5986825575227e-26,0.378463433124125,"No",-0.892944176813197,1.67926520957013
65,-0.892944176813197,1.67926520957013,-0.612119968970557,2.67639273785836,0.0399445574008444,0.35247011994943,"No",-0.892944176813197,1.67926520957013
66,-0.892944176813197,1.67926520957013,-3.13054422012163,6.11319860111499,3.12613226641462e-08,0.222287218086421,"No",-0.892944176813197,1.67926520957013
67,-0.892944176813197,1.67926520957013,-1.76035985359716,1.38542074537119,0.161411854227976,0.225761100649834,"No",-0.892944176813197,1.67926520957013
68,-0.892944176813197,1.67926520957013,-1.61997321210055,3.86501730766965,0.00193260561012669,0.203593747457489,"No",-0.892944176813197,1.67926520957013
69,-0.892944176813197,1.67926520957013,0.16841007773474,2.41154367611774,0.0051494093673259,0.250043111853302,"No",-0.892944176813197,1.67926520957013
70,-0.892944176813197,1.67926520957013,-2.41742764338987,1.48968836910596,0.00504677172435711,0.729722931282595,"No",-0.892944176813197,1.67926520957013
71,-0.892944176813197,1.67926520957013,-0.334817239695506,0.945218103096414,1,0.977606111438945,"Yes",-0.334817239695506,0.945218103096414
72,-0.334817239695506,0.945218103096414,1.75131769059438,-1.77410220335236,0.075551480861814,0.087545690825209,"No",-0.334817239695506,0.945218103096414
73,-0.334817239695506,0.945218103096414,-0.390666278196516,2.4504991452381,0.0200236784537035,0.12663516541943,"No",-0.334817239695506,0.945218103096414
74,-0.334817239695506,0.945218103096414,1.07038967512317,0.83511085570033,0.0136778911887311,0.880621599499136,"No",-0.334817239695506,0.945218103096414
75,-0.334817239695506,0.945218103096414,0.662107707446432,2.07054335370692,0.000598504424560235,0.0822196011431515,"No",-0.334817239695506,0.945218103096414
76,-0.334817239695506,0.945218103096414,0.883313442402717,1.89364005352262,0.000333115407810655,0.557027207687497,"No",-0.334817239695506,0.945218103096414
77,-0.334817239695506,0.945218103096414,3.97669303201413,1.3014312550301,1.75264329839401e-19,0.772131273522973,"No",-0.334817239695506,0.945218103096414
78,-0.334817239695506,0.945218103096414,-0.200594288917746,1.51655083293342,0.276018359252575,0.253658113069832,"Yes",-0.200594288917746,1.51655083293342
79,-0.200594288917746,1.51655083293342,-1.41668681655883,3.89024830933928,0.00174059494759405,0.339315101737157,"No",-0.200594288917746,1.51655083293342
80,-0.200594288917746,1.51655083293342,-4.4602763454006,2.665038800959,5.3703211226643e-10,0.324520323425531,"No",-0.200594288917746,1.51655083293342
81,-0.200594288917746,1.51655083293342,-0.861136094705588,-2.59957664780452,1.76264778119829e-05,0.352723545162007,"No",-0.200594288917746,1.51655083293342
82,-0.200594288917746,1.51655083293342,-0.00685580084036447,3.19101863062079,0.000232420986414235,0.573693657061085,"No",-0.200594288917746,1.51655083293342
83,-0.200594288917746,1.51655083293342,0.313706377101817,2.47317665219208,0.00225828632744507,0.531940869987011,"No",-0.200594288917746,1.51655083293342
84,-0.200594288917746,1.51655083293342,-1.19285440967439,2.3125174524927,0.404716977299161,0.606332184979692,"No",-0.200594288917746,1.51655083293342
85,-0.200594288917746,1.51655083293342,0.245921847234572,-0.432180874949117,1,0.837795910891145,"Yes",0.245921847234572,-0.432180874949117
86,0.245921847234572,-0.432180874949117,-1.41909135102438,2.18234359956124,0.0819862050394682,0.217883012956008,"No",0.245921847234572,-0.432180874949117
87,0.245921847234572,-0.432180874949117,3.76877077426714,-2.15344750380179,5.49011008497137e-08,0.817418398102745,"No",0.245921847234572,-0.432180874949117
88,0.245921847234572,-0.432180874949117,-2.28545763935498,2.03623917851133,0.00557057787783909,0.680646751308814,"No",0.245921847234572,-0.432180874949117
89,0.245921847234572,-0.432180874949117,2.41825551642781,0.0539230530622048,7.03609913274715e-06,0.205920543987304,"No",0.245921847234572,-0.432180874949117
90,0.245921847234572,-0.432180874949117,-2.98196760725727,-3.13662690398994,8.3321983542233e-21,0.371837042504922,"No",0.245921847234572,-0.432180874949117
91,0.245921847234572,-0.432180874949117,0.909830890830427,-0.994107933157773,0.477245192663953,0.803633999545127,"No",0.245921847234572,-0.432180874949117
92,0.245921847234572,-0.432180874949117,0.594400098721636,0.382658469713849,0.297367972278535,0.69399720733054,"No",0.245921847234572,-0.432180874949117
93,0.245921847234572,-0.432180874949117,-2.49152270153793,-0.887242158012581,2.44028143750313e-08,0.41695424541831,"No",0.245921847234572,-0.432180874949117
94,0.245921847234572,-0.432180874949117,-0.18382200521803,-2.21079727577914,0.00343814894374007,0.658396414946765,"No",0.245921847234572,-0.432180874949117
95,0.245921847234572,-0.432180874949117,1.69816224974655,0.698895647156859,0.000196573999999552,0.849335955223069,"No",0.245921847234572,-0.432180874949117
96,0.245921847234572,-0.432180874949117,0.498701503475875,-0.317377113412016,0.829931805472177,0.00465876632370055,"Yes",0.498701503475875,-0.317377113412016
97,0.498701503475875,-0.317377113412016,2.66829474291533,3.33712240718053,2.32999590287418e-19,0.198899755487218,"No",0.498701503475875,-0.317377113412016
98,0.498701503475875,-0.317377113412016,4.07229516396645,0.0670002223389393,3.01320387012265e-15,0.726244854740798,"No",0.498701503475875,-0.317377113412016
99,0.498701503475875,-0.317377113412016,-0.853705215893106,-1.68837320734925,0.000998363038710885,0.747620237758383,"No",0.498701503475875,-0.317377113412016
100,0.498701503475875,-0.317377113412016,1.6065541214554,-1.56017366519523,0.100100002479864,0.644052952295169,"No",0.498701503475875,-0.317377113412016
101,0.498701503475875,-0.317377113412016,-0.18482367064678,-3.24259141750905,1.01326036225222e-05,0.845699821831658,"No",0.498701503475875,-0.317377113412016
102,0.498701503475875,-0.317377113412016,0.459496414967374,-0.369735269239924,1,0.541504836408421,"Yes",0.459496414967374,-0.369735269239924
103,0.459496414967374,-0.369735269239924,2.25947775414434,0.584112904707079,2.32438856122665e-06,0.552114400081336,"No",0.459496414967374,-0.369735269239924
104,0.459496414967374,-0.369735269239924,1.29297994452906,2.21435384764819,1.06344869188626e-06,0.505651146173477,"No",0.459496414967374,-0.369735269239924
105,0.459496414967374,-0.369735269239924,0.520962368632482,-1.45736857875819,0.394923042868704,0.617116216570139,"No",0.459496414967374,-0.369735269239924
106,0.459496414967374,-0.369735269239924,-1.12354936865582,-1.47694969151466,0.000407379845225777,0.84354365686886,"No",0.459496414967374,-0.369735269239924
107,0.459496414967374,-0.369735269239924,-0.967489257806243,-4.20686446680037,1.15055358321344e-12,0.216299104271457,"No",0.459496414967374,-0.369735269239924
108,0.459496414967374,-0.369735269239924,1.84226679159737,-2.90025385926324,0.0136489927931601,0.394355010706931,"No",0.459496414967374,-0.369735269239924
109,0.459496414967374,-0.369735269239924,-1.09887062068326,1.20959199896593,0.367665454264774,0.0482207145541906,"Yes",-1.09887062068326,1.20959199896593
110,-1.09887062068326,1.20959199896593,-0.825526029893856,3.04235542374702,0.0125749325997181,0.367780089145526,"No",-1.09887062068326,1.20959199896593
111,-1.09887062068326,1.20959199896593,-0.663336926037508,1.52486444375462,1,0.906580810202286,"Yes",-0.663336926037508,1.52486444375462
112,-0.663336926037508,1.52486444375462,-0.409201567764209,0.650239823276342,1,0.485497816000134,"Yes",-0.409201567764209,0.650239823276342
113,-0.409201567764209,0.650239823276342,-1.95976539067655,-1.25653915027077,8.65680509671016e-07,0.492571017006412,"No",-0.409201567764209,0.650239823276342
114,-0.409201567764209,0.650239823276342,0.813903578950561,1.53141920592132,0.00263879570727975,0.711262169061229,"No",-0.409201567764209,0.650239823276342
115,-0.409201567764209,0.650239823276342,-1.66366738285782,4.22929316703495,0.000108943684900111,0.979076355230063,"No",-0.409201567764209,0.650239823276342
116,-0.409201567764209,0.650239823276342,-1.97689189701748,1.21099208472709,0.0139935505392449,0.764194448245689,"No",-0.409201567764209,0.650239823276342
117,-0.409201567764209,0.650239823276342,-1.64207032322716,0.0408013323271303,0.00650677092190219,0.599351977929473,"No",-0.409201567764209,0.650239823276342
118,-0.409201567764209,0.650239823276342,-1.35314886275343,-0.290855238132339,0.013457536910071,0.926825275411829,"No",-0.409201567764209,0.650239823276342
119,-0.409201567764209,0.650239823276342,-0.978458654753776,0.311124116291264,0.308149149497115,0.217090741265565,"Yes",-0.978458654753776,0.311124116291264
120,-0.978458654753776,0.311124116291264,0.00730170799132834,-0.104413833141668,1,0.731026319088414,"Yes",0.00730170799132834,-0.104413833141668
121,0.00730170799132834,-0.104413833141668,-2.31781090158843,1.57538316298948,0.00270146180621346,0.747576500056311,"No",0.00730170799132834,-0.104413833141668
122,0.00730170799132834,-0.104413833141668,2.19725580595819,-0.657396022362961,0.000754377878664583,0.381039842031896,"No",0.00730170799132834,-0.104413833141668
123,0.00730170799132834,-0.104413833141668,-0.528672780507276,0.182264590676699,0.677050467512069,0.257570911431685,"Yes",-0.528672780507276,0.182264590676699
124,-0.528672780507276,0.182264590676699,0.45225565458329,-0.171093822159005,1,0.947641662321985,"Yes",0.45225565458329,-0.171093822159005
125,0.45225565458329,-0.171093822159005,0.109129162738437,-2.4640366291772,0.00512353219202618,0.536747185979038,"No",0.45225565458329,-0.171093822159005
126,0.45225565458329,-0.171093822159005,3.12790313795922,1.48108548273874,4.45142517457046e-14,0.017383570317179,"No",0.45225565458329,-0.171093822159005
127,0.45225565458329,-0.171093822159005,0.348241813397368,0.277642772359251,0.794997171519468,0.485846874304116,"Yes",0.348241813397368,0.277642772359251
128,0.348241813397368,0.277642772359251,-3.57329696944291,0.333136786329658,1.31227931601059e-10,0.0249163396656513,"No",0.348241813397368,0.277642772359251
129,0.348241813397368,0.277642772359251,2.02338670556794,0.791234237824091,1.00979215748282e-05,0.473490419099107,"No",0.348241813397368,0.277642772359251
130,0.348241813397368,0.277642772359251,-0.16283827271994,0.828690631039789,1,0.577868327731267,"Yes",-0.16283827271994,0.828690631039789
131,-0.16283827271994,0.828690631039789,0.875228471076562,1.59519247979795,0.0016630053113164,0.609450246673077,"No",-0.16283827271994,0.828690631039789
132,-0.16283827271994,0.828690631039789,2.14054547679462,-0.134643537538025,0.000292893392875526,0.236760882195085,"No",-0.16283827271994,0.828690631039789
133,-0.16283827271994,0.828690631039789,0.273974585359734,-1.51434172372788,0.318638819404232,0.84817930101417,"No",-0.16283827271994,0.828690631039789
134,-0.16283827271994,0.828690631039789,0.824852430700701,1.85717895445523,0.000608935493875107,0.977270157309249,"No",-0.16283827271994,0.828690631039789
135,-0.16283827271994,0.828690631039789,1.86824605288234,2.57735360709776,1.27382851586351e-10,0.347311693942174,"No",-0.16283827271994,0.828690631039789
136,-0.16283827271994,0.828690631039789,-3.02839023856087,1.03211360834695,3.09292858053119e-06,0.854761243332177,"No",-0.16283827271994,0.828690631039789
137,-0.16283827271994,0.828690631039789,-0.487497578706312,1.44097672085831,0.508189587330158,0.269823330454528,"Yes",-0.487497578706312,1.44097672085831
138,-0.487497578706312,1.44097672085831,-0.837111173000149,4.80047482571347,2.35341027040894e-07,0.872238905634731,"No",-0.487497578706312,1.44097672085831
139,-0.487497578706312,1.44097672085831,-1.16021702158289,3.36729508275372,0.00627914947551733,0.737025029025972,"No",-0.487497578706312,1.44097672085831
140,-0.487497578706312,1.44097672085831,-2.37633995459901,1.09617770365584,0.00215701360375658,0.351726719876751,"No",-0.487497578706312,1.44097672085831
141,-0.487497578706312,1.44097672085831,0.665498287135926,2.53902587119209,7.01351342432388e-05,0.904638172825798,"No",-0.487497578706312,1.44097672085831
142,-0.487497578706312,1.44097672085831,-1.91522217953192,0.820437222018185,0.0242375126521581,0.108589946758002,"No",-0.487497578706312,1.44097672085831
143,-0.487497578706312,1.44097672085831,-1.3165405019196,2.16174132466547,0.272295621206366,0.859912482788786,"No",-0.487497578706312,1.44097672085831
144,-0.487497578706312,1.44097672085831,0.220409848025053,0.750071940266858,1,0.209142200415954,"Yes",0.220409848025053,0.750071940266858
145,0.220409848025053,0.750071940266858,-0.903155593677155,1.49102756676192,0.84293276530825,0.558418686036021,"Yes",-0.903155593677155,1.49102756676192
146,-0.903155593677155,1.49102756676192,1.25385440941367,0.289149948374883,0.0613150565776155,0.403692708816379,"No",-0.903155593677155,1.49102756676192
147,-0.903155593677155,1.49102756676192,-1.5355775245517,2.23337502899442,0.185697512126462,0.578759006923065,"No",-0.903155593677155,1.49102756676192
148,-0.903155593677155,1.49102756676192,-1.41978834417875,-0.108713339192521,0.0411375950074509,0.40891899052076,"No",-0.903155593677155,1.49102756676192
149,-0.903155593677155,1.49102756676192,-0.908954614627624,2.81264308807742,0.0372931799479184,0.459919206332415,"No",-0.903155593677155,1.49102756676192
150,-0.903155593677155,1.49102756676192,1.39276361212779,2.6133795622363,4.91843610093206e-08,0.0197538116481155,"No",-0.903155593677155,1.49102756676192
151,-0.903155593677155,1.49102756676192,0.797058722498415,3.6356273000044,4.95571441925249e-09,0.270045867655426,"No",-0.903155593677155,1.49102756676192
152,-0.903155593677155,1.49102756676192,-2.29601968439894,-0.320014603299037,1.74869039582106e-05,0.339299259474501,"No",-0.903155593677155,1.49102756676192
153,-0.903155593677155,1.49102756676192,-2.25072842801659,0.134803264648739,0.000229035333734993,0.0660679589491338,"No",-0.903155593677155,1.49102756676192
154,-0.903155593677155,1.49102756676192,1.8390365605643,0.0521482625986243,0.00303558226337329,0.424788967007771,"No",-0.903155593677155,1.49102756676192
155,-0.903155593677155,1.49102756676192,-2.63900447654876,3.93295486790677,0.000565744067598989,0.595415971707553,"No",-0.903155593677155,1.49102756676192
156,-0.903155593677155,1.49102756676192,-1.31046850391595,2.29889772162922,0.215879146450081,0.782955840462819,"No",-0.903155593677155,1.49102756676192
157,-0.903155593677155,1.49102756676192,-2.33718173158654,1.70826882831659,0.00912564768155072,0.255278086988255,"No",-0.903155593677155,1.49102756676192
158,-0.903155593677155,1.49102756676192,-2.94857927943064,1.40859275604855,4.99546593890903e-05,0.65282739372924,"No",-0.903155593677155,1.49102756676192
159,-0.903155593677155,1.49102756676192,-3.41374361502853,2.1457924768598,5.55916814667442e-06,0.560027485480532,"No",-0.903155593677155,1.49102756676192
160,-0.903155593677155,1.49102756676192,-1.79526965815131,3.82375559626984,0.00207776005225511,0.220309221884236,"No",-0.903155593677155,1.49102756676192
161,-0.903155593677155,1.49102756676192,0.292049540705111,0.906971610912089,0.696518326994654,0.582534845685586,"Yes",0.292049540705111,0.906971610912089
162,0.292049540705111,0.906971610912089,0.977858710157817,1.32672814834249,0.00870042338857457,0.982171777868643,"No",0.292049540705111,0.906971610912089
163,0.292049540705111,0.906971610912089,0.649181461742194,-0.23308094147114,1,0.890533186029643,"Yes",0.649181461742194,-0.23308094147114
164,0.649181461742194,-0.23308094147114,-0.386418620578994,-2.77691304282031,7.03934492359669e-05,0.679946021642536,"No",0.649181461742194,-0.23308094147114
165,0.649181461742194,-0.23308094147114,1.17274492771566,0.911737863597965,0.0059413258732779,0.174987613921985,"No",0.649181461742194,-0.23308094147114
166,0.649181461742194,-0.23308094147114,0.765517875654322,-0.173226389954309,0.71017020754577,0.595307666109875,"Yes",0.765517875654322,-0.173226389954309
167,0.765517875654322,-0.173226389954309,0.469099647920119,-3.56219329213112,0.000143316376338526,0.237242513569072,"No",0.765517875654322,-0.173226389954309
168,0.765517875654322,-0.173226389954309,-1.6661000097733,-2.4138305398245,9.37803381853603e-09,0.688670306000859,"No",0.765517875654322,-0.173226389954309
169,0.765517875654322,-0.173226389954309,1.84700516385346,0.765283578404511,9.15473964093744e-05,0.851831723470241,"No",0.765517875654322,-0.173226389954309
170,0.765517875654322,-0.173226389954309,1.67316735333375,0.0159781616730515,0.00895203193024806,0.637151594506577,"No",0.765517875654322,-0.173226389954309
171,0.765517875654322,-0.173226389954309,-0.269917213005362,1.99233671975982,0.122119227467616,0.713146170135587,"No",0.765517875654322,-0.173226389954309
172,0.765517875654322,-0.173226389954309,0.432413086105192,1.16675662782918,0.164064107356941,0.23210396245122,"No",0.765517875654322,-0.173226389954309
173,0.765517875654322,-0.173226389954309,-0.216936320632388,0.589845160879898,1,0.195337993325666,"Yes",-0.216936320632388,0.589845160879898
174,-0.216936320632388,0.589845160879898,-3.18872143830995,1.35453484249552,1.59911131834591e-06,0.984500808641315,"No",-0.216936320632388,0.589845160879898
175,-0.216936320632388,0.589845160879898,0.171042339514083,0.569096802321199,0.676421375334534,0.311412285314873,"Yes",0.171042339514083,0.569096802321199
176,0.171042339514083,0.569096802321199,1.39394599686725,1.62059098113105,2.88483660483942e-05,0.0346995778381824,"No",0.171042339514083,0.569096802321199
177,0.171042339514083,0.569096802321199,0.0224714915293073,-0.469762711790324,1,0.767077710479498,"Yes",0.0224714915293073,-0.469762711790324
178,0.0224714915293073,-0.469762711790324,0.542994994872546,-0.785952591984773,0.857874419181329,0.843137537362054,"Yes",0.542994994872546,-0.785952591984773
179,0.542994994872546,-0.785952591984773,2.84354307561822,-0.515164806095594,1.9392473376929e-06,0.0740272309631109,"No",0.542994994872546,-0.785952591984773
180,0.542994994872546,-0.785952591984773,3.71969587263588,-1.04929808111355,1.11625133092494e-09,0.211819251766428,"No",0.542994994872546,-0.785952591984773
181,0.542994994872546,-0.785952591984773,3.08631059411772,-1.78544598695758,1.91407717569246e-05,0.523020867956802,"No",0.542994994872546,-0.785952591984773
182,0.542994994872546,-0.785952591984773,0.436711678371332,-2.82376820193587,0.00394666650851451,0.682099639903754,"No",0.542994994872546,-0.785952591984773
183,0.542994994872546,-0.785952591984773,2.73616352396303,0.49867374771142,2.27912067182331e-08,0.892086763167754,"No",0.542994994872546,-0.785952591984773
184,0.542994994872546,-0.785952591984773,-0.891277695595326,-2.41205119492073,1.17402701690575e-05,0.799535601167008,"No",0.542994994872546,-0.785952591984773
185,0.542994994872546,-0.785952591984773,0.906485083521872,-2.78965220997998,0.0180580867639847,0.974154899362475,"No",0.542994994872546,-0.785952591984773
186,0.542994994872546,-0.785952591984773,-0.437171626818684,1.95050771483089,0.119142718645858,0.102578609017655,"Yes",-0.437171626818684,1.95050771483089
187,-0.437171626818684,1.95050771483089,-1.62563119079265,2.53863988237639,0.369739530522139,0.0213717841543257,"Yes",-1.62563119079265,2.53863988237639
188,-1.62563119079265,2.53863988237639,-1.12529921377499,4.13985510406383,0.00103063115062145,0.0983950004447252,"No",-1.62563119079265,2.53863988237639
189,-1.62563119079265,2.53863988237639,-5.66888211565901,3.77502717444826,9.89596456861173e-15,0.468568241689354,"No",-1.62563119079265,2.53863988237639
190,-1.62563119079265,2.53863988237639,1.47248215024598,5.30361469202195,4.23876265786789e-20,0.211813542526215,"No",-1.62563119079265,2.53863988237639
